Order_ID,Order_Date,Region,Customer_ID,Customer_Age,Customer_Segment,Channel,Product_Category,Quantity,Unit_Price,Discount_Pct,Revenue,Gross_Profit,Marketing_Spend,Shipping_Cost,Return,Order_Status,Customer_Satisfaction,Payment_Method
ORD10432,2025-05-07,East,1102,26.0,Enterprise,Marketplace,Sports,2,3606.0,10.0,6490.8,2077.06,434.09,288.84,Yes,Delivered,3.3,Debit Card
ORD10028,2025-03-30,South,1057,49.0,Consumer,Mobile App,Home & Kitchen,1,6555.0,0.0,6555.0,1573.2,2821.44,248.71,No,Delivered,4.2,Debit Card
ORD10178,2025-04-28,South,1129,25.0,Consumer,Retail Store,Electronics,1,25725.0,20.0,20580.0,2881.2,1656.66,138.37,No,Delivered,3.8,Net Banking
ORD10289,2025-05-28,West,1010,51.0,Consumer,Retail Store,Fashion,2,2664.0,10.0,4795.2,1822.18,884.76,115.81,No,Delivered,4.1,COD
ORD10410,2025-02-16,North,1139,57.0,Consumer,Mobile App,Sports,2,5099.0,5.0,9688.1,3100.19,1055.02,189.37,No,Delivered,4.6,Net Banking
ORD10051,2025-02-22,North,1106,48.0,Enterprise,Retail Store,Fashion,3,2506.0,15.0,6390.3,2428.31,898.1,132.35,No,Delivered,3.8,COD
ORD10268,2025-06-13,North,1133,34.0,Consumer,Marketplace,Electronics,2,28089.0,5.0,53369.1,7471.67,1840.11,132.34,No,Delivered,4.1,Credit Card
ORD10210,2025-01-24,South,1069,57.0,Consumer,Mobile App,Electronics,2,28181.0,5.0,53543.9,7496.15,1659.96,186.67,No,Delivered,4.6,UPI
ORD10457,2025-03-10,North,1112,,Enterprise,Website,Electronics,3,27215.0,10.0,73480.5,10287.27,1778.3,287.23,No,Delivered,4.3,COD
ORD10189,2025-04-23,East,1082,32.0,Consumer,Retail Store,Home & Kitchen,5,9025.0,0.0,45125.0,10830.0,2192.53,410.26,No,Delivered,4.0,Credit Card
ORD10112,2025-02-17,West,1140,20.0,Enterprise,Website,Fashion,1,3388.0,5.0,3218.6,1223.07,1520.95,394.45,No,Delivered,4.3,Net Banking
ORD10203,2025-06-21,South,1138,24.0,Enterprise,Website,Fashion,1,3657.0,15.0,3108.45,1181.21,1004.48,210.06,Yes,Returned,3.7,Debit Card
ORD10016,2025-05-11,South,1128,27.0,Enterprise,Mobile App,Electronics,5,22541.0,0.0,112705.0,15778.7,538.01,442.73,No,Delivered,4.5,UPI
ORD10218,2025-03-11,South,1105,34.0,Consumer,Mobile App,Sports,1,3245.0,10.0,2920.5,934.56,2009.81,293.84,No,Delivered,4.2,COD
ORD10037,2025-03-05,West,1119,19.0,Enterprise,Website,Home & Kitchen,3,8308.0,0.0,24924.0,5981.76,1127.01,164.59,No,Delivered,5.0,Credit Card
ORD10065,2025-01-02,South,1058,48.0,SMB,Retail Store,Home & Kitchen,2,7227.0,15.0,12285.9,2948.62,2646.77,335.99,No,Delivered,4.4,Credit Card
ORD10263,2025-06-10,East,1010,18.0,Consumer,Mobile App,Fashion,3,3445.0,10.0,9301.5,3534.57,1372.63,266.74,No,Cancelled,4.2,UPI
ORD10274,2025-06-02,South,1107,28.0,Consumer,Mobile App,Home & Kitchen,2,8683.0,15.0,14761.1,3542.66,518.58,271.13,No,Delivered,4.6,Net Banking
ORD10428,2025-03-31,East,1076,47.0,SMB,Mobile App,Home & Kitchen,2,9563.0,25.0,14344.5,3442.68,2628.72,109.73,No,Delivered,4.9,COD
ORD10075,2025-04-05,West,1056,60.0,Consumer,Website,Fashion,1,3034.0,10.0,2730.6,1037.63,424.37,104.04,Yes,Delivered,2.6,UPI
ORD10031,2025-06-19,South,1121,34.0,SMB,Mobile App,Fashion,1,3918.0,25.0,2938.5,1116.63,2205.22,353.35,No,Delivered,4.4,UPI
ORD10338,2025-01-18,South,1057,59.0,SMB,Website,Electronics,4,22482.0,20.0,71942.4,10071.94,2100.18,306.46,No,Delivered,4.3,Net Banking
ORD10127,2025-01-27,East,1026,50.0,Enterprise,Retail Store,Home & Kitchen,1,7186.0,25.0,5389.5,1293.48,2693.56,118.03,Yes,Returned,4.5,UPI
ORD10561,2025-05-08,East,1105,48.0,Consumer,Website,Electronics,3,28739.0,0.0,86217.0,12070.38,954.09,105.94,Yes,Delivered,2.6,UPI
ORD10175,2025-06-21,East,1126,42.0,SMB,Mobile App,Electronics,1,24539.0,0.0,24539.0,3435.46,873.17,176.73,Yes,Delivered,3.4,COD
ORD10282,2025-06-18,West,1042,39.0,Consumer,Website,Sports,1,3337.0,10.0,3003.3,961.06,310.36,96.28,No,Cancelled,4.5,COD
ORD10437,2025-05-02,West,1019,40.0,Consumer,Website,Electronics,1,23188.0,15.0,19709.8,2759.37,1210.62,93.87,Yes,Delivered,2.4,Debit Card
ORD10050,2025-03-31,West,1102,34.0,Consumer,Website,Fashion,1,3524.0,5.0,3347.8,1272.16,2761.09,299.05,No,Delivered,4.1,COD
ORD10119,2025-02-04,South,1097,52.0,Consumer,Website,Fashion,3,2679.0,15.0,6831.45,2595.95,385.65,103.4,No,Delivered,4.1,Credit Card
ORD10008,2025-04-13,West,1046,46.0,Consumer,Retail Store,Fashion,2,3778.0,15.0,6422.6,2440.59,521.31,305.19,No,Delivered,4.1,COD
ORD10207,2025-05-03,North,1137,41.0,Enterprise,Website,Home & Kitchen,1,9361.0,10.0,8424.9,2021.98,2602.9,108.95,No,Delivered,4.3,Debit Card
ORD10288,2025-02-17,West,1081,49.0,Consumer,Mobile App,Beauty,2,1529.0,15.0,2599.3,1169.69,1647.84,425.97,No,Delivered,4.2,Credit Card
ORD10421,2025-05-27,East,1091,60.0,Consumer,Marketplace,Home & Kitchen,3,10371.0,10.0,28001.7,6720.41,669.48,112.51,Yes,Delivered,3.9,Credit Card
ORD10231,2025-05-08,North,1014,21.0,Consumer,Marketplace,Beauty,2,2028.0,10.0,3650.4,1642.68,2159.79,85.29,Yes,Delivered,3.0,UPI
ORD10332,2025-04-09,South,1117,37.0,SMB,Marketplace,Electronics,1,26462.0,15.0,22492.7,3148.98,2475.13,226.07,No,Delivered,3.9,Net Banking
ORD10303,2025-02-20,East,1122,30.0,Consumer,Marketplace,Beauty,1,1615.0,20.0,1292.0,581.4,2257.8,462.48,No,Delivered,4.6,Credit Card
ORD10594,2025-05-21,South,1118,51.0,SMB,Website,Electronics,2,34857.0,0.0,69714.0,9759.96,509.2,346.67,No,Delivered,4.1,COD
ORD10041,2025-01-21,North,1065,28.0,Consumer,Website,Home & Kitchen,1,10428.0,0.0,10428.0,2502.72,2628.74,424.63,No,Delivered,5.0,UPI
ORD10587,2025-05-26,West,1072,32.0,Consumer,Mobile App,Electronics,2,28638.0,20.0,45820.8,6414.91,2875.65,231.54,No,Delivered,4.2,Debit Card
ORD10163,2025-05-09,South,1053,53.0,SMB,Mobile App,Home & Kitchen,2,6935.0,5.0,13176.5,3162.36,1180.96,132.26,No,Delivered,4.0,Debit Card
ORD10541,2025-01-13,West,1130,30.0,SMB,Retail Store,Fashion,3,2549.0,15.0,6499.95,2469.98,1388.18,457.22,No,Delivered,4.5,Credit Card
ORD10260,2025-06-01,South,1033,18.0,Consumer,Marketplace,Sports,2,3237.0,20.0,5179.2,1657.34,1768.73,153.15,No,Delivered,4.2,COD
ORD10595,2025-06-17,South,1094,43.0,Consumer,Retail Store,Sports,2,3213.0,5.0,6104.7,1953.5,1062.25,440.75,No,Delivered,4.4,Credit Card
ORD10184,2025-02-21,South,1072,56.0,Enterprise,Website,Home & Kitchen,1,7449.0,5.0,7076.55,1698.37,2671.72,400.82,No,Delivered,3.6,Net Banking
ORD10345,2025-01-24,East,1070,41.0,SMB,Retail Store,Sports,4,3324.0,,11966.4,3829.25,1346.78,106.98,No,Delivered,4.2,UPI
ORD10349,2025-03-27,North,1112,18.0,Consumer,Retail Store,Fashion,2,2521.0,0.0,5042.0,1915.96,,274.72,No,Delivered,4.3,UPI
ORD10473,2025-05-18,North,1076,18.0,Consumer,Mobile App,Beauty,1,1853.0,10.0,1667.7,750.46,1824.53,173.7,No,Delivered,4.4,Credit Card
ORD10200,2025-05-06,North,1028,47.0,SMB,Website,Beauty,1,2200.0,20.0,1760.0,792.0,802.1,368.62,No,Delivered,3.9,UPI
ORD10325,2025-05-04,East,1074,46.0,SMB,Marketplace,Electronics,2,22637.0,5.0,43010.3,6021.44,1608.66,411.42,No,Delivered,3.5,Credit Card
ORD10398,2025-02-23,North,1104,53.0,Enterprise,Website,Electronics,1,23859.0,15.0,20280.15,2839.22,2221.8,478.07,No,Delivered,4.1,Debit Card
ORD10313,2025-02-17,South,1130,41.0,SMB,Website,Fashion,3,3612.0,10.0,9752.4,3705.91,1504.08,136.08,No,Delivered,4.4,UPI
ORD10135,2025-04-06,North,1039,60.0,Enterprise,Website,Sports,1,4331.0,10.0,3897.9,1247.33,629.07,180.65,Yes,Delivered,3.7,UPI
ORD10168,2025-01-03,South,1105,46.0,SMB,Retail Store,Fashion,5,3050.0,5.0,14487.5,5505.25,620.38,431.73,No,Delivered,4.4,COD
ORD10513,2025-01-08,East,1014,39.0,Enterprise,Mobile App,Electronics,3,32622.0,5.0,92972.7,13016.18,2581.42,452.56,No,Delivered,4.3,Credit Card
ORD10581,2025-06-16,South,1099,49.0,Consumer,Mobile App,Beauty,1,1460.0,20.0,1168.0,525.6,2795.64,182.36,No,Delivered,4.2,Debit Card
ORD10472,2025-06-29,South,1030,29.0,SMB,Mobile App,Home & Kitchen,1,10134.0,5.0,9627.3,2310.55,2645.1,337.75,No,Delivered,4.0,Net Banking
ORD10527,2025-01-21,South,1083,52.0,Consumer,Marketplace,Home & Kitchen,2,9697.0,0.0,19394.0,4654.56,1495.64,180.52,No,Delivered,4.8,UPI
ORD10357,2025-05-17,East,1075,45.0,Consumer,Retail Store,Sports,1,4446.0,10.0,4001.4,1280.45,1642.59,492.04,No,Delivered,4.1,UPI
ORD10205,2025-06-09,North,1042,48.0,SMB,Mobile App,Electronics,5,21090.0,15.0,89632.5,12548.55,,364.4,No,Delivered,4.0,COD
ORD10320,2025-06-07,East,1050,59.0,Consumer,Mobile App,Fashion,1,3366.0,10.0,3029.4,1151.17,1596.79,471.59,Yes,Returned,2.9,Debit Card
ORD10139,2025-05-31,South,1138,54.0,Enterprise,Marketplace,Sports,1,4248.0,10.0,3823.2,1223.42,2978.1,414.59,No,Delivered,3.9,UPI
ORD10361,2025-06-19,West,1089,39.0,Consumer,Website,Sports,4,4808.0,25.0,14424.0,4615.68,1958.16,373.8,Yes,Delivered,3.6,Net Banking
ORD10101,2025-06-12,North,1065,56.0,SMB,Mobile App,Fashion,2,2884.0,20.0,4614.4,1753.47,2308.88,413.56,No,Cancelled,4.2,Net Banking
ORD10167,2025-04-26,South,1137,21.0,Consumer,Retail Store,Beauty,3,1792.0,5.0,5107.2,2298.24,2634.56,369.85,No,Delivered,4.3,Credit Card
ORD10372,2025-06-22,North,1085,27.0,Consumer,Retail Store,Fashion,1,2444.0,5.0,2321.8,882.28,2534.72,287.47,No,Delivered,4.2,Debit Card
ORD10490,2025-05-04,East,1150,,Consumer,Retail Store,Sports,2,4115.0,5.0,7818.5,2501.92,1156.95,308.89,No,Cancelled,3.7,COD
ORD10503,2025-02-13,North,1089,46.0,SMB,Retail Store,Electronics,3,32161.0,15.0,82010.55,11481.48,1233.82,294.42,Yes,Returned,4.4,UPI
ORD10549,2025-03-25,East,1052,22.0,Consumer,Website,Electronics,3,23705.0,0.0,71115.0,9956.1,2495.27,154.49,Yes,Delivered,2.7,Debit Card
ORD10211,2025-03-10,East,1105,23.0,Consumer,Website,Fashion,1,3527.0,10.0,3174.3,1206.23,2538.71,448.63,No,Delivered,3.8,UPI
ORD10596,2025-06-19,South,1144,18.0,SMB,Retail Store,Electronics,2,27223.0,0.0,54446.0,7622.44,1880.3,224.8,No,Delivered,4.7,Credit Card
ORD10106,2025-01-28,East,1148,60.0,Consumer,Website,Beauty,1,1419.0,10.0,1277.1,574.69,591.68,336.28,No,Delivered,4.1,UPI
ORD10593,2025-06-23,East,1009,55.0,Enterprise,Mobile App,Sports,1,3223.0,5.0,3061.85,979.79,2448.28,94.45,No,Delivered,4.5,Debit Card
ORD10330,2025-06-30,East,1123,34.0,Consumer,Retail Store,Home & Kitchen,1,9062.0,0.0,9062.0,2174.88,1368.6,173.66,No,Delivered,3.9,COD
ORD10264,2025-06-01,South,1084,60.0,Consumer,Marketplace,Fashion,1,2708.0,5.0,2572.6,977.59,962.99,91.37,No,Delivered,3.6,COD
ORD10460,2025-05-24,North,1008,29.0,SMB,Website,Home & Kitchen,1,6409.0,5.0,6088.55,1461.25,571.52,149.48,No,Delivered,4.9,Net Banking
ORD10267,2025-04-23,South,1001,27.0,Consumer,Website,Sports,3,4409.0,5.0,12565.65,4021.01,601.02,470.45,No,Cancelled,4.1,Debit Card
ORD10181,2025-06-29,North,1125,42.0,Enterprise,Retail Store,Sports,1,3859.0,10.0,3473.1,1111.39,2948.14,478.38,No,Delivered,4.4,Credit Card
ORD10079,2025-03-23,East,1116,29.0,SMB,Mobile App,Electronics,1,28726.0,20.0,22980.8,3217.31,1141.24,453.99,No,Delivered,3.7,UPI
ORD10104,2025-01-05,North,1001,39.0,Consumer,Mobile App,Home & Kitchen,4,10193.0,15.0,34656.2,8317.49,2323.32,365.48,Yes,Delivered,2.5,UPI
ORD10215,2025-05-24,South,1071,44.0,Consumer,Retail Store,Fashion,2,3161.0,0.0,6322.0,2402.36,1591.03,399.34,No,Delivered,3.3,Debit Card
ORD10054,2025-04-02,South,1036,46.0,SMB,Retail Store,Fashion,3,3386.0,,9650.1,3667.04,1724.42,401.66,No,Delivered,3.9,Net Banking
ORD10563,2025-03-24,North,1100,20.0,SMB,Marketplace,Beauty,4,1538.0,20.0,4921.6,2214.72,2877.3,299.13,No,Delivered,3.8,Debit Card
ORD10397,2025-01-15,North,1058,43.0,Enterprise,Retail Store,Sports,1,3729.0,10.0,3356.1,1073.95,2210.05,248.48,Yes,Delivered,3.6,Net Banking
ORD10138,2025-05-12,West,1131,26.0,Consumer,Retail Store,Fashion,3,2425.0,20.0,5820.0,2211.6,485.35,295.82,No,Delivered,4.4,UPI
ORD10307,2025-01-21,South,1034,58.0,Consumer,Marketplace,Home & Kitchen,3,8340.0,5.0,23769.0,5704.56,2436.47,350.1,No,Delivered,4.9,COD
ORD10173,2025-06-14,North,1134,20.0,Enterprise,Marketplace,Electronics,1,26196.0,25.0,19647.0,2750.58,1488.19,192.04,No,Delivered,4.8,Credit Card
ORD10318,2025-01-17,West,1001,,Consumer,Website,Electronics,1,31216.0,10.0,28094.4,3933.22,1553.35,292.94,No,Delivered,4.8,UPI
ORD10038,2025-05-11,West,1023,36.0,Enterprise,Marketplace,Fashion,3,3497.0,0.0,10491.0,3986.58,1180.49,84.01,No,Delivered,4.1,Credit Card
ORD10195,2025-05-10,East,1089,27.0,SMB,Retail Store,Electronics,2,28761.0,20.0,46017.6,6442.46,2091.08,83.26,Yes,Returned,3.9,Net Banking
ORD10114,2025-03-03,West,1148,50.0,SMB,Website,Electronics,1,27699.0,0.0,27699.0,3877.86,2153.59,444.21,No,Delivered,4.6,COD
ORD10223,2025-05-27,South,1125,28.0,Consumer,Website,Beauty,1,2046.0,10.0,1841.4,828.63,2180.72,266.65,No,Delivered,4.7,Net Banking
ORD10404,2025-01-05,South,1086,18.0,Consumer,Mobile App,Fashion,3,3899.0,15.0,9942.45,3778.13,796.22,499.29,No,Delivered,4.5,Debit Card
ORD10566,2025-04-27,East,1108,36.0,Consumer,Mobile App,Home & Kitchen,4,8702.0,15.0,29586.8,7100.83,1214.8,165.58,Yes,Delivered,3.2,COD
ORD10570,2025-01-25,West,1063,50.0,Enterprise,Marketplace,Sports,1,3414.0,15.0,2901.9,928.61,2029.03,255.95,No,Cancelled,4.5,Credit Card
ORD10072,2025-02-13,East,1003,47.0,Consumer,Website,Sports,1,3419.0,5.0,3248.05,1039.38,2118.58,409.78,No,Delivered,4.5,UPI
ORD10370,2025-02-26,West,1077,52.0,SMB,Website,Fashion,1,2631.0,20.0,2104.8,799.82,2137.04,488.57,No,Cancelled,4.0,Credit Card
ORD10578,2025-04-19,West,1126,40.0,Enterprise,Mobile App,Sports,1,3874.0,10.0,3486.6,1115.71,660.03,356.34,No,Delivered,4.7,Credit Card
ORD10538,2025-02-06,North,1073,31.0,Enterprise,Website,Home & Kitchen,1,6936.0,15.0,5895.6,1414.94,1114.89,205.81,No,Cancelled,4.3,UPI
ORD10341,2025-02-27,North,1110,33.0,Consumer,Website,Home & Kitchen,3,9349.0,10.0,25242.3,6058.15,445.21,395.75,No,Delivered,4.0,Credit Card
ORD10003,2025-04-03,North,1066,33.0,SMB,Website,Home & Kitchen,1,9004.0,15.0,7653.4,1836.82,1081.49,210.5,No,Delivered,4.0,Net Banking
ORD10367,2025-01-13,North,1066,49.0,SMB,Website,Electronics,3,21445.0,15.0,54684.75,7655.87,2598.8,85.01,No,Delivered,4.0,Net Banking
ORD10005,2025-04-17,West,1086,43.0,Consumer,Website,Home & Kitchen,1,8369.0,15.0,7113.65,1707.28,2468.76,439.87,No,Delivered,4.5,Credit Card
ORD10322,2025-04-27,West,1015,20.0,SMB,Website,Beauty,3,2090.0,15.0,5329.5,2398.28,891.64,151.65,No,Delivered,3.9,Net Banking
ORD10179,2025-06-09,North,1115,52.0,Consumer,Marketplace,Electronics,3,31212.0,10.0,84272.4,11798.14,338.83,393.86,Yes,Returned,,UPI
ORD10026,2025-02-27,North,1040,18.0,SMB,Mobile App,Electronics,2,26794.0,,45549.8,6376.97,2949.35,425.54,No,Delivered,3.6,UPI
ORD10585,2025-06-12,North,1001,45.0,Enterprise,Website,Electronics,1,32067.0,20.0,25653.6,3591.5,2092.11,336.68,No,Delivered,4.5,Net Banking
ORD10047,2025-03-01,South,1079,26.0,Consumer,Mobile App,Electronics,1,31368.0,5.0,29799.6,4171.94,2939.49,186.99,No,Delivered,4.3,Debit Card
ORD10250,2025-02-17,West,1015,,Enterprise,Marketplace,Fashion,1,2985.0,0.0,2985.0,1134.3,1413.39,318.97,No,Cancelled,4.8,COD
ORD10153,2025-05-14,East,1052,60.0,Consumer,Website,Fashion,4,3709.0,15.0,12610.6,4792.03,2567.99,446.46,Yes,Delivered,3.4,Credit Card
ORD10455,2025-03-27,West,1141,23.0,Enterprise,Website,Beauty,1,2053.0,10.0,1847.7,831.46,1333.78,227.33,No,Delivered,4.9,Credit Card
ORD10116,2025-04-09,North,1129,48.0,Enterprise,Mobile App,Electronics,3,25251.0,10.0,68177.7,9544.88,2669.12,179.42,No,Delivered,4.6,UPI
ORD10407,2025-04-19,South,1009,54.0,Consumer,Mobile App,Electronics,2,30158.0,15.0,51268.6,7177.6,366.87,497.81,No,Delivered,4.1,Credit Card
ORD10483,2025-05-08,South,1064,32.0,Enterprise,Marketplace,Beauty,1,1469.0,5.0,1395.55,628.0,558.23,296.21,No,Delivered,4.6,COD
ORD10290,2025-05-08,East,1008,24.0,SMB,Mobile App,Beauty,1,1566.0,20.0,1252.8,563.76,2656.09,443.8,No,Delivered,3.2,Credit Card
ORD10018,2025-02-22,North,1067,40.0,Enterprise,Website,Electronics,3,29843.0,10.0,80576.1,11280.65,2515.49,259.28,No,Delivered,4.2,Net Banking
ORD10133,2025-06-28,South,1081,31.0,SMB,Mobile App,Electronics,2,21629.0,20.0,34606.4,4844.9,1179.88,456.21,No,Delivered,4.8,COD
ORD10555,2025-04-10,North,1141,50.0,Consumer,Website,Electronics,2,30279.0,10.0,54502.2,7630.31,2793.9,179.45,No,Delivered,4.9,Credit Card
ORD10507,2025-04-05,North,1061,46.0,SMB,Retail Store,Beauty,1,2074.0,10.0,1866.6,839.97,733.6,157.04,No,Delivered,4.6,Debit Card
ORD10373,2025-01-20,North,1059,33.0,SMB,Website,Home & Kitchen,1,8600.0,15.0,7310.0,1754.4,2297.64,445.13,No,Delivered,4.3,UPI
ORD10103,2025-05-03,North,1120,49.0,Consumer,Website,Sports,1,3507.0,5.0,3331.65,1066.13,933.15,473.81,No,Delivered,4.0,COD
ORD10293,2025-05-25,North,1030,34.0,Enterprise,Website,Sports,1,3867.0,10.0,3480.3,1113.7,2166.82,191.35,No,Cancelled,3.7,Debit Card
ORD10540,2025-04-23,West,1041,50.0,SMB,Website,Sports,3,3558.0,15.0,9072.9,2903.33,1664.49,120.13,Yes,Delivered,2.8,Debit Card
ORD10434,2025-05-20,West,1077,57.0,Enterprise,Website,Fashion,2,3290.0,10.0,5922.0,2250.36,470.39,205.97,Yes,Delivered,2.7,Net Banking
ORD10246,2025-03-01,West,1001,19.0,Consumer,Mobile App,Sports,2,4319.0,5.0,8206.1,2625.95,1321.21,462.09,No,Delivered,4.1,UPI
ORD10142,2025-01-29,North,1094,55.0,SMB,Retail Store,Home & Kitchen,3,8753.0,5.0,24946.05,5987.05,1751.48,158.75,No,Delivered,4.6,Debit Card
ORD10495,2025-04-11,North,1046,18.0,SMB,Website,Fashion,2,3819.0,10.0,6874.2,2612.2,2746.83,233.68,Yes,Delivered,3.1,Credit Card
ORD10562,2025-02-21,South,1010,30.0,Consumer,Mobile App,Beauty,2,1545.0,10.0,2781.0,1251.45,849.42,388.43,No,Delivered,3.9,Credit Card
ORD10045,2025-05-12,West,1088,58.0,Consumer,Retail Store,Fashion,2,3428.0,15.0,5827.6,2214.49,2631.41,102.04,No,Delivered,4.0,Net Banking
ORD10466,2025-04-11,East,1078,20.0,Enterprise,Mobile App,Electronics,1,27073.0,10.0,24365.7,3411.2,1245.54,272.28,No,Delivered,4.4,UPI
ORD10137,2025-04-06,East,1029,23.0,Enterprise,Marketplace,Electronics,1,34166.0,0.0,34166.0,4783.24,2741.17,221.05,Yes,Delivered,4.0,Debit Card
ORD10262,2025-04-30,South,1061,46.0,Consumer,Mobile App,Home & Kitchen,1,8913.0,15.0,7576.05,1818.25,2592.09,380.07,No,Delivered,4.5,COD
ORD10426,2025-04-02,South,1073,41.0,Enterprise,Retail Store,Beauty,2,2216.0,15.0,3767.2,1695.24,2256.68,215.38,No,Delivered,3.6,Credit Card
